member_id,employer_ref,policy_number,enrolment_date,total_contribution_cumulative_eur,retirement_date,employee_contribution_monthly_eur,employer_contribution_monthly_eur,age,gender,opt_out_date,company_name,annual_salary_estimate_eur,loss
MEM0000213,EMP000039,5437923,11-08-2015,48921.42,05-02-2063,207.78,221.36,32,Female,,Nest Pension Ltd,48860,
MEM0000214,EMP000007,8930103,28-07-2021,7748.72,30-08-2058,96.2,92.79,30,Female,,Nest Pension Ltd,32226,
MEM0000215,EMP000018,3653446,07-07-2021,4652.19,12-08-2060,54.68,56.09,32,Female,,Nest Pension Ltd,15793,
MEM0000216,EMP000015,3653446,03-11-2017,51515.95,18-11-2064,311.68,280.46,28,Male,,Nest Pension Ltd,61321,
MEM0000217,EMP000024,5479144,30-08-2018,24650.99,12-12-2059,169.67,150.47,31,Male,,Nest Pension Ltd,34435,
MEM0000218,EMP000007,8930103,30-07-2024,897.76,04-10-2042,85.62,93.93,41,Male,,Nest Pension Ltd,51549,
MEM0000219,EMP000031,5672073,10-02-2013,9069.85,17-12-2032,33.6,29.39,61,Male,21-12-2014,Nest Pension Ltd,14777,
MEM0000220,EMP000002,3741438,02-11-2014,38813.51,18-12-2053,147.42,168.14,39,Female,,Nest Pension Ltd,46148,
MEM0000221,EMP000016,2110460,25-09-2012,29169.56,17-04-2052,98.95,96.82,35,Female,,Nest Pension Ltd,37937,
MEM0000222,EMP000040,1054447,30-05-2011,29728.24,20-03-2055,84.8,95.37,40,Female,,Nest Pension Ltd,20324,
MEM0000223,EMP000041,6438436,24-11-2022,7124.01,16-04-2047,147.18,137.78,37,Male,,Nest Pension Ltd,38840,
MEM0000224,EMP000040,7700828,25-05-2015,54406.2,25-08-2026,230.7,238.32,65,Female,,Nest Pension Ltd,49740,
MEM0000225,EMP000006,2876828,02-02-2018,9561.91,12-08-2049,59.63,54.2,30,Female,,Nest Pension Ltd,25627,
MEM0000226,EMP000003,4769795,05-09-2018,19781.11,08-09-2038,123.51,136.77,49,Male,,Nest Pension Ltd,35391,
MEM0000227,EMP000005,5408072,30-05-2015,19939.66,31-03-2033,82.46,89.43,69,Female,,Nest Pension Ltd,21151,
MEM0000228,EMP000009,2571945,26-11-2017,8239.58,18-10-2028,49.47,46.34,61,Male,,Nest Pension Ltd,14724,
MEM0000229,EMP000050,2188789,03-06-2020,4309.03,09-08-2030,37.31,41.04,54,Male,,Nest Pension Ltd,22124,
MEM0000230,EMP000050,1054447,30-10-2010,28772.25,15-11-2033,83.58,83.7,52,Female,,Nest Pension Ltd,45504,
MEM0000231,EMP000003,4567281,15-12-2016,20491.63,16-09-2028,96.65,114.6,60,Male,,Nest Pension Ltd,52239,
MEM0000232,EMP000003,7897151,05-07-2024,811.39,26-12-2056,84.2,78.08,32,Female,,Nest Pension Ltd,24452,
MEM0000233,EMP000004,4694634,12-06-2017,35959.65,12-12-2038,205.27,189.89,44,Male,,Nest Pension Ltd,45616,
MEM0000234,EMP000026,6944126,12-11-2019,11969.6,09-02-2041,93.85,99.21,49,Male,,Nest Pension Ltd,26562,
MEM0000235,EMP000032,9548432,24-08-2021,6190.5,24-03-2042,78.03,76.73,40,Male,,Nest Pension Ltd,33883,
MEM0000236,EMP000039,1768805,27-03-2022,12011.97,11-05-2049,193.16,170.84,40,Male,,Nest Pension Ltd,44310,
MEM0000237,EMP000043,7730428,15-11-2016,23268.62,03-02-2037,118.47,118.96,56,Female,,Nest Pension Ltd,47508,
MEM0000238,EMP000023,8294150,13-12-2010,71037.9,25-04-2037,226.16,189.27,56,Female,,Nest Pension Ltd,41887,
MEM0000239,EMP000004,8536477,19-04-2024,1504.31,01-01-2046,95.3,92.74,45,Female,,Nest Pension Ltd,41444,
MEM0000240,EMP000044,7350753,13-09-2010,23607.57,20-09-2050,70.52,65.16,43,Male,,Nest Pension Ltd,38115,
MEM0000241,EMP000016,2833230,21-06-2024,1874.5,29-12-2047,166.97,145.45,43,Female,,Nest Pension Ltd,34406,
MEM0000242,EMP000003,6229731,10-06-2013,56089.8,13-12-2031,181.77,218.87,59,Male,,Nest Pension Ltd,45222,
MEM0000243,EMP000005,3154051,01-02-2013,15885.02,11-07-2028,56.93,52.62,64,Female,,Nest Pension Ltd,28482,
MEM0000244,EMP000016,2714803,01-08-2010,43384.1,13-04-2050,113.18,134.73,45,Male,,Nest Pension Ltd,30362,
MEM0000245,EMP000036,2556017,15-11-2015,34355.64,23-02-2049,158.65,150.86,45,Female,,Nest Pension Ltd,56704,
MEM0000246,EMP000019,4993055,06-01-2021,13550.33,10-03-2047,133.61,148.69,35,Female,,Nest Pension Ltd,37948,
MEM0000247,EMP000029,4226067,26-12-2019,21204.89,21-11-2060,184.2,163.42,30,Male,05-06-2020,Nest Pension Ltd,36234,
MEM0000248,EMP000036,1971823,06-07-2016,29781.41,30-06-2038,152.3,136.84,47,Female,,Nest Pension Ltd,50982,
MEM0000249,EMP000045,2074176,27-11-2013,85902.49,23-01-2033,348.96,287.35,54,Female,,Nest Pension Ltd,69483,
MEM0000250,EMP000009,5479144,30-01-2021,8499.62,29-10-2066,89,91.84,24,Female,,Nest Pension Ltd,29557,
MEM0000251,EMP000030,2437026,29-11-2012,24034.59,20-06-2028,78.27,85.23,71,Male,,Nest Pension Ltd,28697,
MEM0000252,EMP000046,8935169,26-09-2020,7675.61,20-04-2032,68.36,82.14,57,Female,,Nest Pension Ltd,30773,
MEM0000253,EMP000005,2622631,10-02-2017,19514.05,25-09-2062,105.29,97.98,31,Female,,Nest Pension Ltd,34479,
MEM0000254,EMP000023,2622631,14-05-2022,11913.04,13-08-2031,196.8,175.48,62,Female,,Nest Pension Ltd,38513,
MEM0000255,EMP000009,5476583,12-04-2021,21568.69,24-12-2056,238.09,241.21,26,Male,,Nest Pension Ltd,49764,
MEM0000256,EMP000011,2322047,28-03-2017,13288.47,10-12-2049,77.63,63.74,41,Female,,Nest Pension Ltd,31790,
MEM0000257,EMP000006,5107245,28-05-2014,35720.7,28-05-2026,138.8,138.1,70,Female,,Nest Pension Ltd,37496,
MEM0000258,EMP000040,6159230,05-02-2012,30013.5,28-04-2027,90.24,100.93,64,Female,,Nest Pension Ltd,42386,
MEM0000259,EMP000038,3094235,03-11-2013,12771.86,14-10-2028,51.74,42.87,70,Female,,Nest Pension Ltd,25439,
MEM0000260,EMP000037,1499914,21-08-2010,87504.94,07-07-2042,276.34,226.56,39,Female,,Nest Pension Ltd,52835,
MEM0000261,EMP000017,4860684,23-09-2014,56120.28,02-08-2026,208.94,240.02,66,Female,,Nest Pension Ltd,56307,
MEM0000262,EMP000032,3030113,28-03-2022,4213.61,23-11-2048,60.32,67.37,40,Male,,Nest Pension Ltd,26438,
MEM0000263,EMP000044,7455324,02-09-2016,23183.97,18-08-2025,123.44,106.1,57,Male,,Nest Pension Ltd,58212,
MEM0000264,EMP000029,9877065,10-11-2020,12996.97,30-04-2033,140.07,119.87,53,Female,,Nest Pension Ltd,61938,
MEM0000265,EMP000021,5076817,28-02-2017,28744.46,29-04-2042,152.83,149.74,49,Female,,Nest Pension Ltd,39287,
MEM0000266,EMP000033,2161193,19-05-2012,37079.72,07-01-2035,118.09,124.26,52,Male,,Nest Pension Ltd,40016,
MEM0000267,EMP000029,9961380,28-02-2013,19245.92,19-07-2043,63.09,70.56,37,Female,,Nest Pension Ltd,34503,
MEM0000268,EMP000040,5218028,27-07-2015,27111.38,09-05-2051,127.26,110.56,39,Female,,Nest Pension Ltd,61918,
MEM0000269,EMP000013,2651177,29-07-2013,89491.18,22-03-2027,312.11,331.71,62,Male,,Nest Pension Ltd,72903,
MEM0000270,EMP000020,7273233,09-07-2010,33807.41,13-03-2053,91.57,100.52,39,Male,,Nest Pension Ltd,27036,
MEM0000271,EMP000016,7120868,31-01-2023,9082.73,21-02-2037,211.96,182.94,43,Male,,Nest Pension Ltd,43859,
MEM0000272,EMP000039,4694634,22-07-2020,24850.8,11-09-2037,239.19,221.01,42,Male,,Nest Pension Ltd,51630,
MEM0000273,EMP000017,4194548,16-03-2018,20065.61,03-04-2039,131.67,113.03,51,Male,,Nest Pension Ltd,55732,
MEM0000274,EMP000037,2161193,14-05-2014,20358.98,15-06-2035,84.05,73.77,53,Male,,Nest Pension Ltd,44730,
MEM0000275,EMP000029,2651177,02-05-2022,7484.67,01-07-2043,124.39,109.51,39,Female,,Nest Pension Ltd,53097,
MEM0000276,EMP000026,9279821,09-08-2017,13748.91,19-10-2027,68.84,83.93,62,Male,,Nest Pension Ltd,22745,
MEM0000277,EMP000033,2065818,20-03-2021,13142.89,31-03-2055,135.99,149.73,25,Male,,Nest Pension Ltd,37866,
MEM0000278,EMP000022,9517485,25-08-2021,9899.55,28-06-2032,130.67,116.82,52,Female,,Nest Pension Ltd,35696,
MEM0000279,EMP000009,8698256,02-10-2023,5667.63,15-04-2044,182.95,194.89,41,Female,,Nest Pension Ltd,38740,
MEM0000280,EMP000048,5491946,26-04-2023,11200.56,15-04-2053,257.75,302.28,42,Female,,Nest Pension Ltd,58661,
MEM0000281,EMP000031,4744854,06-04-2018,12392.75,01-11-2035,78.71,72.42,47,Female,,Nest Pension Ltd,28303,
MEM0000282,EMP000047,9626108,11-02-2024,2735.08,13-06-2073,132.54,140.97,21,Female,,Nest Pension Ltd,37911,
MEM0000283,EMP000050,3770370,15-12-2022,5358.39,03-10-2045,101.02,122.25,36,Male,,Nest Pension Ltd,26616,
MEM0000284,EMP000034,5159166,25-11-2023,2902.15,04-11-2039,111.37,111.87,45,Male,,Nest Pension Ltd,40658,
MEM0000285,EMP000037,9143903,19-06-2012,20909.29,25-01-2036,75.62,61.94,44,Male,,Nest Pension Ltd,26672,
MEM0000286,EMP000010,8852574,29-07-2014,50520.82,23-08-2038,186.99,213.97,56,Female,,Nest Pension Ltd,63217,
MEM0000287,EMP000034,5663623,31-07-2022,2215.96,18-04-2053,39.59,36.82,42,Male,,Nest Pension Ltd,19681,
MEM0000288,EMP000012,1054447,16-12-2021,8702.39,21-11-2047,128.2,107,44,Female,,Nest Pension Ltd,45625,
MEM0000289,EMP000047,6543670,05-06-2024,1646.42,03-09-2058,141,133.4,36,Female,,Nest Pension Ltd,44753,
MEM0000290,EMP000018,9153566,11-09-2016,17469.97,29-01-2047,94.86,78.11,42,Female,,Nest Pension Ltd,33512,
MEM0000291,EMP000045,4594297,19-12-2020,7310.13,08-06-2051,67.6,81.59,44,Female,,Nest Pension Ltd,31381,
MEM0000292,EMP000047,6440561,15-06-2016,24255.74,24-12-2056,125.11,108.12,35,Female,,Nest Pension Ltd,40280,
MEM0000293,EMP000050,8707870,07-07-2016,35030.16,27-06-2059,181.78,158.32,30,Male,,Nest Pension Ltd,40140,
MEM0000294,EMP000029,4694634,02-10-2015,35192.97,10-01-2027,145.52,168.7,59,Female,,Nest Pension Ltd,41851,
MEM0000295,EMP000018,2161193,04-02-2016,35423.78,08-12-2046,163.39,164.61,36,Female,,Nest Pension Ltd,37947,
MEM0000296,EMP000016,3871230,20-02-2011,31954,12-08-2027,98.63,91.57,66,Male,,Nest Pension Ltd,45635,
MEM0000297,EMP000027,3396987,05-08-2020,6857.17,30-07-2053,65.75,63.63,30,Female,,Nest Pension Ltd,34397,
MEM0000298,EMP000011,7402509,23-08-2024,468.44,17-07-2045,56.33,60.78,50,Male,,Nest Pension Ltd,13538,
MEM0000299,EMP000019,7637601,27-05-2016,21519.04,17-04-2051,99.15,107.76,31,Female,,Nest Pension Ltd,28215,
MEM0000300,EMP000035,8231838,02-11-2010,18715.28,22-01-2048,57.45,51.36,45,Female,,Nest Pension Ltd,12000,
MEM0000301,EMP000003,8082668,10-02-2021,4765.24,21-02-2054,55.63,45.76,34,Male,,Nest Pension Ltd,20495,
MEM0000302,EMP000037,6229731,29-05-2012,34930.8,11-01-2036,116.85,111.46,53,Female,,Nest Pension Ltd,34284,
MEM0000303,EMP000035,2876828,29-01-2021,8205.08,07-06-2062,87.6,86.98,31,Male,,Nest Pension Ltd,31685,
MEM0000304,EMP000008,3396987,24-08-2013,27705.57,24-11-2027,91.01,109.75,60,Male,,Nest Pension Ltd,35403,
MEM0000305,EMP000022,7730428,26-09-2022,3838.34,28-07-2051,73.77,68.39,34,Female,,Nest Pension Ltd,19975,
MEM0000306,EMP000026,2921859,23-07-2021,5891.08,09-02-2039,67.06,76.62,43,Female,,Nest Pension Ltd,30783,
MEM0000307,EMP000012,5437923,16-09-2020,10318.02,14-09-2042,107.87,90.55,44,Male,,Nest Pension Ltd,55990,
MEM0000308,EMP000016,8294150,28-12-2015,36977.97,16-10-2039,176.72,162.53,50,Female,,Nest Pension Ltd,48869,
MEM0000309,EMP000001,8755439,29-08-2024,1084.05,25-09-2043,144.04,126.97,43,Female,,Nest Pension Ltd,48427,
MEM0000310,EMP000030,4539704,01-08-2013,57552.49,15-07-2033,208.99,205.06,56,Male,,Nest Pension Ltd,44527,
MEM0000311,EMP000019,9548432,15-10-2023,6334.9,15-12-2051,236.73,215.76,35,Male,,Nest Pension Ltd,66128,
MEM0000312,EMP000030,8106470,03-08-2023,1566.2,21-07-2049,43.73,48.4,44,Female,,Nest Pension Ltd,24662,
MEM0000313,EMP000031,8835373,21-01-2022,10397.86,28-12-2051,143.7,153.38,35,Female,,Nest Pension Ltd,30194,
MEM0000314,EMP000006,2876828,08-01-2020,21337.8,07-07-2036,183.46,172.17,57,Male,,Nest Pension Ltd,41362,
MEM0000315,EMP000037,6647119,21-05-2011,48809.6,04-06-2031,162.59,133.23,68,Female,26-02-2015,Nest Pension Ltd,60913,
MEM0000316,EMP000021,1326765,29-11-2019,19434.25,14-09-2054,149.72,168.87,32,Male,,Nest Pension Ltd,41544,
MEM0000317,EMP000033,8294150,01-04-2011,47435.39,29-08-2029,148.47,135.57,62,Male,,Nest Pension Ltd,31139,
MEM0000318,EMP000004,2161193,15-05-2020,4146.21,29-11-2036,35.88,38.16,43,Male,,Nest Pension Ltd,12000,
MEM0000319,EMP000001,6944126,21-11-2014,29528.95,02-10-2029,125.44,114.63,67,Male,,Nest Pension Ltd,38366,
MEM0000320,EMP000005,1971823,09-05-2011,77069.15,13-05-2057,250.74,213.53,37,Male,,Nest Pension Ltd,50706,
MEM0000321,EMP000012,2016911,14-01-2013,61142.9,23-07-2033,198.64,223.04,57,Male,,Nest Pension Ltd,44784,
MEM0000322,EMP000025,2525206,20-10-2011,14483.97,25-08-2034,47.37,43.15,67,Male,,Nest Pension Ltd,12000,
MEM0000323,EMP000012,5017343,25-10-2018,14412.68,14-02-2026,91.04,101.13,59,Female,25-02-2019,Nest Pension Ltd,42410,
MEM0000324,EMP000020,5418934,19-03-2022,5829.3,09-07-2042,94.58,82.07,49,Male,,Nest Pension Ltd,38910,
MEM0000325,EMP000023,3094235,08-03-2016,29099.51,18-03-2042,136.38,135.58,40,Female,,Nest Pension Ltd,43154,
MEM0000326,EMP000027,8350099,09-05-2010,38182.75,05-06-2036,100.04,114.47,49,Male,,Nest Pension Ltd,29440,
MEM0000327,EMP000003,8294150,30-05-2023,2513,11-06-2062,61.25,71.01,24,Male,,Nest Pension Ltd,15579,
MEM0000328,EMP000015,1971823,15-11-2014,40991.81,21-07-2051,157.84,175.43,33,Female,,Nest Pension Ltd,52412,
MEM0000329,EMP000015,2582524,03-12-2022,5043.22,27-03-2048,107.5,94.23,42,Male,,Nest Pension Ltd,36152,
MEM0000330,EMP000010,2191066,10-09-2021,3145.6,02-02-2056,40.24,38.4,37,Male,,Nest Pension Ltd,15755,
MEM0000331,EMP000036,8099076,05-12-2013,14272.53,27-03-2031,55.77,50.74,71,Male,,Nest Pension Ltd,29770,
MEM0000332,EMP000023,6672134,20-07-2018,15083.11,08-07-2029,103.34,90.03,59,Male,,Nest Pension Ltd,29761,
MEM0000333,EMP000010,5491946,11-06-2018,18755.92,02-10-2057,109.49,127.93,37,Female,,Nest Pension Ltd,50454,
MEM0000334,EMP000020,3219824,28-03-2013,20489.96,18-08-2029,72.09,71.2,60,Female,,Nest Pension Ltd,38581,
MEM0000335,EMP000036,7089806,03-01-2013,36533.29,09-05-2031,125.3,124.93,55,Male,,Nest Pension Ltd,45989,
MEM0000336,EMP000042,5667265,02-02-2020,8616.7,30-10-2034,80.13,65.92,47,Female,,Nest Pension Ltd,33789,
MEM0000337,EMP000013,4903402,09-01-2016,33817.5,12-02-2028,155.61,154.64,52,Male,,Nest Pension Ltd,48744,
MEM0000338,EMP000049,9852897,15-07-2022,9380.89,20-10-2059,145.08,167.62,35,Female,,Nest Pension Ltd,40197,
MEM0000339,EMP000022,2110460,06-05-2010,42994.21,28-06-2038,124.96,116.58,47,Female,,Nest Pension Ltd,51622,
MEM0000340,EMP000049,2785277,11-06-2015,8910.55,07-04-2035,39.73,37.09,67,Male,,Nest Pension Ltd,19401,
MEM0000341,EMP000021,6692553,07-05-2016,26830.86,29-01-2042,136.41,119.12,52,Female,,Nest Pension Ltd,32139,
MEM0000342,EMP000020,8755439,25-01-2018,25352.46,17-09-2030,150.82,151,58,Male,,Nest Pension Ltd,38261,
MEM0000343,EMP000047,3997281,08-03-2017,12770.02,07-08-2050,73,61.42,40,Male,,Nest Pension Ltd,38016,
MEM0000344,EMP000037,3728882,10-04-2013,56533.65,08-01-2056,187.74,210.38,32,Female,,Nest Pension Ltd,50759,
MEM0000345,EMP000038,8935169,14-05-2019,16362.11,16-08-2040,124.11,116.51,43,Male,29-07-2021,Nest Pension Ltd,59501,
MEM0000346,EMP000037,3871230,14-03-2021,2993.18,23-02-2037,35.64,29.43,58,Male,,Nest Pension Ltd,17804,
MEM0000347,EMP000049,4337174,23-05-2024,1982.8,14-08-2036,148.38,134.88,51,Female,,Nest Pension Ltd,39820,
MEM0000348,EMP000023,7067228,20-02-2013,35871.66,22-05-2025,120.25,128.86,65,Female,,Nest Pension Ltd,41328,
MEM0000349,EMP000035,6672134,27-04-2011,63138.86,08-08-2035,187.73,192.62,66,Female,,Nest Pension Ltd,43961,
MEM0000350,EMP000004,2651177,22-02-2010,33876.07,06-08-2027,94.94,93.26,60,Male,,Nest Pension Ltd,45517,
MEM0000351,EMP000010,5614226,27-11-2014,13524.5,03-06-2027,57.6,53.26,62,Male,,Nest Pension Ltd,18555,
MEM0000352,EMP000041,1987737,30-10-2023,1186.41,02-11-2043,40.15,44.59,51,Male,,Nest Pension Ltd,13399,
MEM0000353,EMP000036,8852574,08-04-2010,79661.22,27-12-2052,220.89,224.14,35,Female,,Nest Pension Ltd,59630,
MEM0000354,EMP000002,3710343,29-08-2019,29625.74,10-10-2046,228.76,227.02,36,Female,,Nest Pension Ltd,50147,
MEM0000355,EMP000016,2338687,26-11-2023,1325.21,23-05-2033,51.31,50.63,54,Male,,Nest Pension Ltd,14156,
MEM0000356,EMP000026,5667265,15-05-2018,8095.25,22-02-2043,53.76,47.43,51,Male,,Nest Pension Ltd,12000,
MEM0000357,EMP000045,7210606,23-09-2016,22989.96,02-11-2047,124.77,105.13,33,Male,,Nest Pension Ltd,46383,
MEM0000358,EMP000025,2437026,04-09-2020,19501.48,21-08-2053,181.95,193.08,27,Male,,Nest Pension Ltd,39217,
MEM0000359,EMP000032,6707197,19-06-2024,376.74,12-03-2042,30.18,32.61,41,Female,,Nest Pension Ltd,12000,
MEM0000360,EMP000015,8606962,18-09-2022,6270.63,08-10-2035,111.74,120.51,52,Female,,Nest Pension Ltd,33524,
MEM0000361,EMP000044,1938483,07-03-2022,4173.52,05-06-2027,56.73,66.02,58,Female,,Nest Pension Ltd,20155,
MEM0000362,EMP000021,4744854,25-08-2014,48724.94,17-03-2034,181.03,205.68,67,Male,,Nest Pension Ltd,49111,
MEM0000363,EMP000005,5491946,23-08-2013,25509.49,12-05-2034,87.93,96.92,67,Female,,Nest Pension Ltd,25979,
MEM0000364,EMP000044,1971823,10-06-2017,24006.59,24-05-2033,138.46,122.48,51,Female,,Nest Pension Ltd,39796,
MEM0000365,EMP000033,6944126,04-10-2017,31401.25,06-05-2053,182.04,174.79,30,Male,,Nest Pension Ltd,36878,
MEM0000366,EMP000005,5137722,29-07-2023,4480.09,14-02-2033,124.6,138.93,60,Female,,Nest Pension Ltd,28558,
MEM0000367,EMP000021,2458591,22-03-2024,1122.27,20-11-2056,67.34,57.36,37,Male,,Nest Pension Ltd,13960,
MEM0000368,EMP000036,2525206,08-09-2019,19254.68,12-10-2055,158.87,141.98,36,Female,,Nest Pension Ltd,61243,
MEM0000369,EMP000019,9961380,26-08-2011,38553.67,02-11-2049,109.37,128.62,38,Male,,Nest Pension Ltd,30575,
MEM0000370,EMP000041,3094235,27-09-2018,25903.41,13-11-2044,173.37,167.46,46,Male,,Nest Pension Ltd,53716,
MEM0000371,EMP000020,5924115,27-01-2018,17863.56,30-03-2039,97.73,114.93,43,Male,,Nest Pension Ltd,44506,
MEM0000372,EMP000028,8294150,29-06-2022,9411.22,20-01-2036,160.21,153.5,57,Male,,Nest Pension Ltd,41206,
MEM0000373,EMP000006,7700828,07-06-2022,6025.07,11-12-2062,97.12,97.24,27,Male,03-09-2023,Nest Pension Ltd,26637,
MEM0000374,EMP000025,2833230,25-11-2011,9749.7,05-11-2030,31.86,29.46,68,Male,,Nest Pension Ltd,14452,
MEM0000375,EMP000025,7067228,11-02-2013,68873.2,21-06-2040,262.64,215.65,48,Male,,Nest Pension Ltd,60165,
MEM0000376,EMP000005,5918715,01-10-2019,6773.47,23-02-2051,56.17,51.35,42,Male,,Nest Pension Ltd,26696,
MEM0000377,EMP000005,4679591,24-08-2015,12932.77,15-06-2051,61.74,52.71,44,Female,,Nest Pension Ltd,29313,
MEM0000378,EMP000030,4612365,14-01-2013,25426.65,31-07-2029,82.88,92.48,50,Male,,Nest Pension Ltd,31946,
MEM0000379,EMP000040,1790481,23-05-2017,12362.65,25-12-2034,71.22,63.16,55,Female,,Nest Pension Ltd,35511,
MEM0000380,EMP000042,4553384,20-01-2013,23575.34,18-11-2039,87.47,75.12,50,Female,,Nest Pension Ltd,23450,
MEM0000381,EMP000013,2785277,17-01-2017,6397.45,20-06-2053,34.45,32.19,38,Male,02-12-2024,Nest Pension Ltd,12000,
MEM0000382,EMP000041,4337174,01-12-2022,7863.71,03-06-2053,159.09,155.46,37,Male,,Nest Pension Ltd,40610,
MEM0000383,EMP000026,3320821,21-07-2012,26118.51,13-02-2031,94.4,78.57,68,Male,,Nest Pension Ltd,24424,
MEM0000384,EMP000050,2321324,09-08-2010,47429.83,12-12-2033,127.41,143.62,63,Male,,Nest Pension Ltd,34163,
MEM0000385,EMP000045,8038374,06-03-2019,19538.95,22-01-2027,135.31,143.82,56,Male,,Nest Pension Ltd,33331,
MEM0000386,EMP000017,1120642,16-06-2013,25924.03,18-07-2033,100.5,84.67,58,Male,,Nest Pension Ltd,21441,
MEM0000387,EMP000039,2785277,22-01-2023,4260,21-10-2046,100.52,84.7,46,Male,,Nest Pension Ltd,18615,
MEM0000388,EMP000024,9143903,16-01-2022,9744.13,10-03-2028,135.9,134.77,60,Female,,Nest Pension Ltd,30253,
MEM0000389,EMP000043,1987737,18-12-2017,13474.08,25-09-2044,84.43,74.09,37,Female,,Nest Pension Ltd,37880,
MEM0000390,EMP000044,1352896,18-12-2018,17861.21,03-02-2046,110.99,133.68,47,Male,,Nest Pension Ltd,30363,
MEM0000391,EMP000017,3728882,15-06-2021,3909.9,05-04-2035,49.44,41.49,56,Female,,Nest Pension Ltd,23210,
MEM0000392,EMP000015,8294150,23-05-2018,6457.51,29-04-2043,39.53,41.19,51,Female,,Nest Pension Ltd,15031,
MEM0000393,EMP000033,9996414,26-09-2017,33997.88,06-11-2066,193.05,193.29,28,Male,12-10-2018,Nest Pension Ltd,40828,
MEM0000394,EMP000008,4194548,06-03-2013,93269.42,23-08-2035,307.1,345.13,53,Male,,Nest Pension Ltd,72394,
MEM0000395,EMP000014,1326765,31-10-2020,10634.11,12-12-2048,114.38,98.3,46,Male,,Nest Pension Ltd,36227,
MEM0000396,EMP000045,3653446,25-02-2017,27720.62,09-03-2057,154.36,137.44,31,Female,,Nest Pension Ltd,33516,
MEM0000397,EMP000008,3341057,11-09-2017,12792.48,05-01-2052,75.52,69.85,33,Male,,Nest Pension Ltd,32375,
MEM0000398,EMP000036,7350753,04-06-2017,21415.98,23-01-2029,119.67,113.11,62,Male,,Nest Pension Ltd,23663,
MEM0000399,EMP000026,5159166,20-02-2014,33706.55,01-09-2051,134.44,120.91,41,Male,,Nest Pension Ltd,34624,
MEM0000400,EMP000040,4905582,31-01-2020,18639,15-08-2031,154.76,161.16,61,Male,,Nest Pension Ltd,47266,
MEM0000401,EMP000014,7377459,30-03-2016,9607.78,21-12-2050,42.01,48.63,32,Male,,Nest Pension Ltd,25857,
MEM0000402,EMP000021,4905582,06-04-2020,12840.05,06-03-2057,123.13,102.13,31,Female,,Nest Pension Ltd,32195,
MEM0000403,EMP000034,2074176,11-01-2017,21851.78,16-11-2028,103.75,121.53,65,Male,,Nest Pension Ltd,35967,
MEM0000404,EMP000008,8187926,23-11-2017,4926.34,30-10-2029,29.33,27.95,56,Female,,Nest Pension Ltd,12000,
MEM0000405,EMP000020,8350099,28-03-2023,2484.79,26-08-2057,65.02,53.3,26,Male,,Nest Pension Ltd,31798,
MEM0000406,EMP000020,2714803,08-02-2014,60321.55,23-10-2030,250.59,206.39,53,Male,,Nest Pension Ltd,57360,
MEM0000407,EMP000039,5437923,22-11-2022,5125.9,19-02-2047,93.54,111.5,46,Male,,Nest Pension Ltd,25798,
MEM0000408,EMP000035,4993055,21-06-2024,1823.7,19-02-2054,161.52,142.43,31,Male,,Nest Pension Ltd,30462,
MEM0000409,EMP000012,4567281,12-02-2020,19892.68,12-08-2025,166.09,171.07,63,Female,,Nest Pension Ltd,49243,
MEM0000410,EMP000032,6770619,18-05-2014,15175.5,06-12-2040,58.23,59.41,54,Female,,Nest Pension Ltd,12726,
MEM0000411,EMP000027,3219824,16-12-2019,9419.57,25-01-2027,80.82,73.6,56,Female,,Nest Pension Ltd,17448,
MEM0000412,EMP000049,3728882,20-07-2016,4170.02,02-11-2057,20.1,20.78,30,Female,,Nest Pension Ltd,12000,
MEM0000413,EMP000011,2833230,04-04-2020,10545.96,07-01-2033,87.24,97.78,60,Male,,Nest Pension Ltd,26806,
MEM0000414,EMP000037,2714803,04-01-2016,22016.61,05-10-2026,110.61,91.38,62,Female,,Nest Pension Ltd,40877,
MEM0000415,EMP000003,1908841,25-11-2019,8762.88,27-06-2028,71.35,69.99,59,Male,,Nest Pension Ltd,34770,
MEM0000416,EMP000042,7897151,21-07-2015,45029.11,03-03-2033,180.04,211.52,48,Male,,Nest Pension Ltd,43689,
MEM0000417,EMP000006,2871534,19-08-2012,35079.07,10-06-2039,116.37,117.49,47,Female,,Nest Pension Ltd,28350,
MEM0000418,EMP000046,7264956,11-03-2024,1166.06,17-01-2038,64.26,65.3,47,Male,,Nest Pension Ltd,21727,
MEM0000419,EMP000014,7377459,02-05-2011,32823.08,26-02-2028,97.63,100.1,69,Female,,Nest Pension Ltd,24963,
MEM0000420,EMP000011,7637601,25-07-2016,46134.89,08-04-2042,205.27,247.03,46,Female,,Nest Pension Ltd,50598,
